project,run_id,run_name,step,metric,value
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36700,stats/keep_prob,0.556668758392334
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,stats/masked_frac,0.440582275390625
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,time/hrs,6.556457171638806
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,loss/total,0.01223700400441885
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,debug/z_std,0.9914610981941223
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,loss/mse,0.002688426524400711
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,stats/psnr,25.705020904541016
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,amp/scale,4194304
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,loss/lpips,0.04774288460612297
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36800,stats/keep_prob,0.5581874847412109
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,stats/masked_frac,0.4475555419921875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,time/hrs,6.574250081711345
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,loss/total,0.010215078480541706
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,debug/z_std,0.991689920425415
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,loss/mse,0.002244585892185569
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,stats/psnr,26.488637924194336
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,loss/lpips,0.039852458983659744
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,36900,stats/keep_prob,0.5522997379302979
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,stats/masked_frac,0.4362335205078125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,time/hrs,6.592061977320247
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,loss/total,0.011955494992434978
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,debug/z_std,0.9915745854377747
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,loss/mse,0.002346854656934738
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,stats/psnr,26.29513931274414
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,loss/lpips,0.048043202608823776
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37000,stats/keep_prob,0.5632250308990479
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,stats/masked_frac,0.467926025390625
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,time/hrs,6.60995598355929
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,loss/total,0.012421581894159317
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,debug/z_std,0.9915512800216675
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,loss/mse,0.0028336101677268744
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,stats/psnr,25.476598739624023
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,loss/lpips,0.047939855605363846
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37100,stats/keep_prob,0.5353565216064453
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,stats/masked_frac,0.4571990966796875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,time/hrs,6.6277617135312825
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,loss/total,0.009314823895692825
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,debug/z_std,0.9920603036880493
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,loss/mse,0.0021247088443487883
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,stats/psnr,26.727006912231445
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,loss/lpips,0.03595057502388954
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37200,stats/keep_prob,0.5409250855445862
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,stats/masked_frac,0.4728851318359375
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,time/hrs,6.645614309244686
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,loss/total,0.008846759796142578
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,debug/z_std,0.9921121001243591
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,loss/mse,0.0017178679117932916
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,stats/psnr,27.650104522705078
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,loss/lpips,0.03564445674419403
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37300,stats/keep_prob,0.5283759832382202
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,stats/masked_frac,0.4249420166015625
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,time/hrs,6.663431126409106
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,loss/total,0.012605153024196625
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,debug/z_std,0.9913339614868164
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,loss/mse,0.002608154434710741
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,stats/psnr,25.836668014526367
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,loss/lpips,0.04998499155044556
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37400,stats/keep_prob,0.5811290740966797
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,stats/masked_frac,0.453582763671875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,time/hrs,6.681233793165949
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,loss/total,0.012764541432261467
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,debug/z_std,0.9861700534820557
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,loss/mse,0.0021778224036097527
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,stats/psnr,26.619775772094727
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,loss/lpips,0.052933596074581146
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37500,stats/keep_prob,0.5456498265266418
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,stats/masked_frac,0.4277801513671875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,time/hrs,6.699136824409167
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,loss/total,0.011553755030035973
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,debug/z_std,0.990863561630249
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,loss/mse,0.0023375325836241245
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,stats/psnr,26.31242561340332
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,loss/lpips,0.04608110710978508
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37600,stats/keep_prob,0.5739719867706299
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,stats/masked_frac,0.477081298828125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,time/hrs,6.716948671870761
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,loss/total,0.01264592632651329
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,debug/z_std,0.9909185767173767
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,loss/mse,0.002438246738165617
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,stats/psnr,26.12922477722168
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,loss/lpips,0.05103839933872223
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37700,stats/keep_prob,0.5250930786132812
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,stats/masked_frac,0.445343017578125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,time/hrs,6.734767016569774
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,loss/total,0.010411832481622696
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,debug/z_std,0.9920720458030701
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,loss/mse,0.002429464366286993
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,stats/psnr,26.144895553588867
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,loss/lpips,0.03991183638572693
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37800,stats/keep_prob,0.5534433126449585
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,stats/masked_frac,0.4095916748046875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,time/hrs,6.7525861175192725
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,loss/total,0.00890299677848816
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,debug/z_std,0.9897937178611755
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,loss/mse,0.0017122230492532253
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,stats/psnr,27.664396286010742
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,loss/lpips,0.03595386818051338
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,37900,stats/keep_prob,0.5889980792999268
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,stats/masked_frac,0.4256134033203125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,time/hrs,6.770409248802397
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,loss/total,0.009583333507180214
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,debug/z_std,0.9902787208557129
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,loss/mse,0.0024650131817907095
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,stats/psnr,26.08180809020996
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,loss/lpips,0.03559160232543945
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38000,stats/keep_prob,0.5767776966094971
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,stats/masked_frac,0.4524383544921875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,time/hrs,6.78832070198324
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,loss/total,0.00791981816291809
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,debug/z_std,0.9913067817687988
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,loss/mse,0.001797376316972077
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,stats/psnr,27.453611373901367
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,loss/lpips,0.03061220794916153
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38100,stats/keep_prob,0.546558141708374
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,stats/masked_frac,0.3941497802734375
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,time/hrs,6.806140071815914
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,loss/total,0.010452636517584324
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,debug/z_std,0.991159200668335
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,loss/mse,0.002085910877212882
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,stats/psnr,26.807043075561523
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,loss/lpips,0.041833627969026566
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38200,stats/keep_prob,0.6056278347969055
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,stats/masked_frac,0.40081787109375
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,time/hrs,6.8239551545514
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,loss/total,0.009852183051407337
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,debug/z_std,0.9945223331451416
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,loss/mse,0.0023244621697813272
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,stats/psnr,26.336776733398438
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,loss/lpips,0.03763860464096069
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38300,stats/keep_prob,0.5971018075942993
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,stats/masked_frac,0.434844970703125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,time/hrs,6.841749832630158
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,loss/total,0.011389929801225662
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,debug/z_std,0.9926785230636597
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,loss/mse,0.0026162827853113413
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,stats/psnr,25.823152542114258
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,loss/lpips,0.04386823624372482
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38400,stats/keep_prob,0.5641437768936157
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,stats/masked_frac,0.42181396484375
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,time/hrs,6.859563192923864
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,loss/total,0.010245104320347309
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,debug/z_std,0.9918355345726013
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,loss/mse,0.0025018169544637203
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,stats/psnr,26.017444610595703
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,loss/lpips,0.03871643543243408
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38500,stats/keep_prob,0.5781890749931335
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,stats/masked_frac,0.477813720703125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,time/hrs,6.877469083004527
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,loss/total,0.010884386487305164
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,debug/z_std,0.99271160364151
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,loss/mse,0.0020474570337682962
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,stats/psnr,26.887853622436523
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,loss/lpips,0.044184647500514984
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38600,stats/keep_prob,0.5218400955200195
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,stats/masked_frac,0.452301025390625
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,time/hrs,6.895284374223815
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,loss/total,0.011274226941168308
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,debug/z_std,0.9913923144340515
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,loss/mse,0.0027634690050035715
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,stats/psnr,25.58545684814453
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,loss/lpips,0.04255378991365433
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38700,stats/keep_prob,0.5478497743606567
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,stats/masked_frac,0.4972686767578125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,time/hrs,6.913079684641626
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,loss/total,0.014103177934885025
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,debug/z_std,0.9922422766685486
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,loss/mse,0.002585798967629671
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,stats/psnr,25.874052047729492
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,loss/lpips,0.05758689343929291
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38800,stats/keep_prob,0.5031274557113647
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,stats/masked_frac,0.5001373291015625
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,time/hrs,6.930877682036824
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,loss/total,0.012187355197966099
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,debug/z_std,0.993227481842041
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,loss/mse,0.0022300544660538435
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,stats/psnr,26.516845703125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,loss/lpips,0.04978650063276291
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,38900,stats/keep_prob,0.49894505739212036
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,stats/masked_frac,0.42254638671875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,time/hrs,6.948680095473925
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,loss/total,0.01203374657779932
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,debug/z_std,0.9910492300987244
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,loss/mse,0.0023206823971122503
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,stats/psnr,26.343843460083008
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,amp/scale,8388608
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,loss/lpips,0.048565320670604706
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39000,stats/keep_prob,0.5769906044006348
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,stats/masked_frac,0.4239044189453125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,time/hrs,6.966587823099561
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,loss/total,0.010627036914229393
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,debug/z_std,0.9928608536720276
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,loss/mse,0.0024687282275408506
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,stats/psnr,26.075267791748047
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,amp/scale,4194304
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,loss/lpips,0.04079154133796692
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39100,stats/keep_prob,0.576411247253418
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,stats/masked_frac,0.3944091796875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,time/hrs,6.98439262410005
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,loss/total,0.00657182652503252
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,debug/z_std,0.9918639063835144
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,loss/mse,0.0016700845444574952
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,stats/psnr,27.77261734008789
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,amp/scale,4194304
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,loss/lpips,0.024508709087967873
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39200,stats/keep_prob,0.6036546230316162
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,stats/masked_frac,0.475341796875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,time/hrs,7.002194864683681
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,loss/total,0.011637674644589424
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,debug/z_std,0.9931616187095642
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,loss/mse,0.0027849033940583467
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,stats/psnr,25.551898956298828
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,amp/scale,4194304
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,loss/lpips,0.04426385462284088
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39300,stats/keep_prob,0.522092878818512
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,stats/masked_frac,0.465301513671875
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,time/hrs,7.019990343319045
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,loss/total,0.009985062293708324
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,debug/z_std,0.9928758144378662
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,loss/mse,0.0024797036312520504
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,stats/psnr,26.05600357055664
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,amp/scale,4194304
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,loss/lpips,0.03752679377794266
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39400,stats/keep_prob,0.5339950323104858
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,stats/masked_frac,0.4575958251953125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,time/hrs,7.037811624142859
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,loss/total,0.012039740569889545
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,debug/z_std,0.9924736022949219
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,loss/mse,0.0023599062114953995
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,stats/psnr,26.271053314208984
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,amp/scale,4194304
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,loss/lpips,0.048399168998003006
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39500,stats/keep_prob,0.5378533601760864
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,stats/masked_frac,0.466339111328125
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,time/hrs,7.055708799494638
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,loss/total,0.011846993118524551
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,debug/z_std,0.9923309087753296
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,loss/mse,0.002689571352675557
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,lr,0.0001
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,stats/psnr,25.703170776367188
dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,39600,amp/scale,4194304
