entity,project,run_id,run_name,run_path,state,created_at,updated_at,url,summary._runtime,summary._step,summary._timestamp,summary._wandb,summary.amp/scale,summary.debug/z_std,summary.loss/lpips,summary.loss/mse,summary.loss/total,summary.lr,summary.stats/keep_prob,summary.stats/masked_frac,summary.stats/psnr,summary.time/hrs,summary.tokenizer/masked_frac,summary.tokenizer/viz,summary.eval/mse_floor,summary.eval/mse_floor_t1,summary.eval/mse_floor_tend,summary.eval/mse_floor_tmid,summary.eval/mse_pred,summary.eval/mse_pred_t1,summary.eval/mse_pred_tend,summary.eval/mse_pred_tmid,summary.eval/mse_ratio_pred_over_floor,summary.eval/psnr_floor,summary.eval/psnr_gain_over_floor_db,summary.eval/psnr_pred,summary.eval/viz,summary.loss/bootstrap_mse,summary.loss/flow_mse,summary.loss/loss_emp,summary.loss/loss_self,summary.stats/B_self,summary.stats/action_shuffle_loss_ratio,summary.stats/sigma_mean
jerrychsh-ucsd,dreamer4-tokenizer,qpuq9n6z,pusht-tokenizer,jerrychsh-ucsd/dreamer4-tokenizer/qpuq9n6z,killed,2026-05-02T02:20:46Z,,https://wandb.ai/jerrychsh-ucsd/dreamer4-tokenizer/runs/qpuq9n6z,65377.473509109,101800,1777753782.1278691,"""{'runtime': 65377}""",8388608,0.9922614693641664,0.02475140243768692,0.0012239901116117835,0.006174270994961262,0.0001,0.5407755374908447,0.458282470703125,29.122220993041992,18.1487986704376,0.446929931640625,"""{'_type': 'image-file', 'caption': 'rows=target/masked/recon_masked/recon_full', 'format': 'png', 'height': 2048, 'path': 'media/images/tokenizer/viz_101500_837c955d76514f5ac3b0.png', 'sha256': '837c955d76514f5ac3b0e1586d2f27ba2773dec873ffe50f3dee5693b4ed8e35', 'size': 927174, 'width': 1024}""",,,,,,,,,,,,,,,,,,,,
jerrychsh-ucsd,dreamer4-dynamics,qrmkey4s,pusht-dynamics,jerrychsh-ucsd/dreamer4-dynamics/qrmkey4s,killed,2026-05-02T20:33:10Z,,https://wandb.ai/jerrychsh-ucsd/dreamer4-dynamics/runs/qrmkey4s,93528.900075073,39800,1777832475.6071565,"""{'runtime': 93528}""",,,,,0.008622594177722931,0.0001,,,,21.801250046160487,,,0.002035574521869421,0.00039058655966073275,0.003099229885265231,0.0019329454516991973,0.002636913675814867,0.0014130701310932636,0.002572175115346909,0.0029845149256289005,1.295414924621582,26.913129806518555,-1.1240882873535156,25.78904151916504,"""{'_type': 'image-file', 'caption': 'rows=GT/Pred | ctx=8 | T=24', 'format': 'png', 'height': 1024, 'path': 'media/images/eval/viz_39000_29792270de2abe3e8b2b.png', 'sha256': '29792270de2abe3e8b2be3d647709cbda5553fc65c231ecd2dff92335f7e343f', 'size': 1096692, 'width': 3088}""",0.0050175925716757774,0.03682669997215271,0.011261251755058764,0.0007066180696710944,6,1.3108413219451904,0.4095052182674408
jerrychsh-ucsd,dreamer4-dynamics,q1j6xmvj,pusht-dynamics-resume-40k,jerrychsh-ucsd/dreamer4-dynamics/q1j6xmvj,killed,2026-05-03T22:32:45Z,,https://wandb.ai/jerrychsh-ucsd/dreamer4-dynamics/runs/q1j6xmvj,82887.377282764,40000,1777867277.5368989,"""{'runtime': 82887}""",,,,,0.009973702020943165,0.0001,,,,5.475347601109081,,,0.003808347042649984,0.0008409790461882949,0.005472949706017971,0.004155552946031094,0.003121157642453909,0.0012669636635109782,0.0034902484621852636,0.003614472923800349,0.8195570707321167,24.192636489868164,0.8642063140869141,25.05684280395508,"""{'_type': 'image-file', 'caption': 'rows=GT/Pred | ctx=8 | T=24', 'format': 'png', 'height': 1024, 'path': 'media/images/eval/viz_40000_65c2320a9b9c264acd9f.png', 'sha256': '65c2320a9b9c264acd9fa2daca72744f1b6c39c23f78e8755b586d25ab26f85a', 'size': 1156816, 'width': 3088}""",0.00944877788424492,0.04405788704752922,0.012913339771330357,0.0011547872563824058,6,1.2544716596603394,0.37451171875
